first_name,last_name,variant,state,purchase_freq,is_in_another_exp,result
Rolland,Fritz,A,NJ,medium,1,0
Virgina,Mulqueen,B,NJ,low,0,0
Kanisha,Lueckenbach,B,AK,low,0,0
Jani,Loader,B,VA,low,0,0
Chantell,Halsey,B,IL,low,0,0
Raul,Wolfgramm,B,WA,low,0,0
Theodora,Nicolozakes,A,FL,low,0,0
Barbra,Iturbide,B,MD,low,0,0
Glory,Blunk,A,FL,low,1,0
Sherita,Riopelle,A,RI,low,0,0
Daniela,Frey,B,NY,high,0,0
Roslyn,Perruzza,A,NY,low,0,0
Cecil,Brideau,B,AZ,high,1,0
Wynell,Mirafuentes,A,NY,medium,1,0
Gilma,Brideau,B,CA,low,0,0
Cheryl,Pinilla,B,TX,medium,0,0
Lezlie,Haroldson,B,NJ,medium,0,1
Merissa,Rim,A,GA,low,1,0
Hillary,Haroldson,A,IL,low,0,0
An,Mccullan,A,NY,medium,0,1
Lindsey,Spickerman,A,PA,medium,0,0
Casie,Fredicks,B,IN,low,0,0
Mozell,Stem,B,WI,low,0,0
Kristofer,Limmel,A,WA,low,0,0
Teri,Sturiale,B,MA,low,0,0
Abel,Limmel,B,TN,high,0,0
Solange,Maillard,B,NY,medium,0,0
Glendora,Ketelsen,B,ME,low,0,0
Hoa,Hagele,A,MO,low,1,0
Aliza,Hiatt,A,ME,low,1,0
Gertude,Galam,B,OH,low,1,0
Jovita,Semidey,B,CA,low,0,1
Francine,Springe,A,PA,low,0,0
Xuan,Perin,A,AZ,low,0,0
Dierdre,Sweely,A,TX,low,0,0
Frederica,Monarrez,B,TX,high,1,0
Shalon,Cloney,A,MI,low,0,0
Wynell,Cookey,B,PA,low,0,0
Dalene,Kaniecki,A,NJ,low,1,0
Laticia,Feichtner,B,TX,low,0,0
Rhea,Pugh,B,NJ,low,0,0
Bok,Fredicks,A,OR,low,0,0
Glen,Mirafuentes,A,IN,low,0,0
Daren,Coyier,B,AZ,high,0,1
Weldon,Pawlowicz,B,NJ,low,0,0
Quentin,Bachman,B,WA,low,0,0
Renea,Haufler,B,TX,high,0,0
Tresa,Ferencz,A,NY,low,0,0
Karan,Nayar,B,CO,low,0,0
Talia,Parvis,B,KS,low,1,1
Brittni,Ogg,A,NJ,low,0,0
Fatima,Onofrio,A,IN,low,0,0
Winfred,Craghead,B,NY,low,0,0
Iluminada,Padilla,A,MI,low,0,0
Virgina,Kolmetz,B,MI,low,0,0
Evangelina,Halsey,A,PA,low,1,0
Cristal,Eroman,A,MN,low,0,0
Shawnda,Gotter,A,MA,low,0,0
Lorrie,Polidori,A,PA,low,1,0
Gertude,Mugnolo,A,NY,low,0,0
Kaitlyn,Biddy,B,NJ,low,0,0
Jeanice,Moyd,B,IN,medium,0,0
Stephane,Gibes,B,CA,medium,1,0
Elza,Brideau,A,HI,low,0,0
Hillary,Caldarera,B,PA,low,0,1
Elke,Kitty,B,NJ,low,0,0
Brittni,Gesick,A,PA,low,0,0
Novella,Radde,A,OK,low,0,0
Janine,Castros,A,CA,low,0,0
Estrella,Slayton,A,CA,medium,0,0
Kanisha,Corbley,A,IL,low,0,0
Art,Kusko,A,MA,high,0,0
Daniela,Kannady,B,OH,low,0,0
Ciara,Wiklund,A,MN,low,0,0
Lucina,Setter,B,NY,low,0,0
Nana,Wildfong,B,PA,low,0,1
Adelina,Padilla,A,MA,low,0,0
Tresa,Herritt,B,MD,medium,0,1
Kirk,Mclaird,A,CA,low,0,0
Earleen,Boulter,A,PA,low,0,0
Vincenza,Fillingim,A,CA,low,0,0
Alisha,Chesterfield,B,CA,low,0,0
Meaghan,Matuszak,B,SC,low,0,1
Jolanda,Maybury,B,FL,low,1,1
Mitzie,Dorshorst,A,AK,low,0,0
Angella,Latzke,B,NM,medium,0,0
Raymon,Toelkes,A,NJ,low,0,0
Zona,Claucherty,A,CA,low,0,0
Izetta,Calvaresi,A,PA,low,0,0
Melissa,Nunlee,B,FL,low,0,0
Alisha,Mondella,A,WI,low,1,0
Eun,Frankel,A,LA,low,0,0
Noah,Engelberg,B,KS,low,0,0
Benedict,Shinko,A,NY,low,0,1
Tyra,Layous,B,TX,low,1,0
Elli,Good,B,SC,low,0,0
Ernie,Kampa,A,WY,low,0,0
Rolande,Craghead,B,CA,low,0,0
Renea,Brachle,A,CA,low,0,0
Aja,Ankeny,B,PA,low,0,0
Deonna,Ostrosky,B,NJ,low,0,0
Sabra,Gwalthney,A,FL,high,1,0
Regenia,Hughey,A,NC,low,0,0
Sharen,Syrop,B,CA,low,0,0
Kati,Foller,A,MA,low,0,0
Shalon,Mcdoniel,A,FL,low,0,0
Willow,Keetch,B,NJ,low,0,0
Ruthann,Agramonte,A,NY,low,0,0
Merlyn,Rhym,B,FL,low,0,0
Rebecka,Hengel,B,CA,medium,1,0
Nickolas,Mugnolo,A,CA,medium,0,0
Valentin,Witten,B,NY,low,0,0
Truman,Yaw,B,PA,low,0,0
Fausto,Bevelacqua,B,GA,low,0,0
Samira,Perez,A,NC,low,0,1
Laurel,Schemmer,A,OH,low,0,0
Leatha,Tagala,A,PA,low,0,0
Olive,Martabano,B,WA,low,1,0
Latrice,Yum,A,WI,high,1,0
Edna,Schnitzler,B,KS,low,0,0
Ilene,Saras,A,PA,low,0,0
Francine,Nestle,A,CA,low,0,0
Lawrence,Funnell,A,NJ,low,1,0
Terrilyn,Dhamer,B,MD,low,1,0
Helga,Kalafatis,A,WI,low,0,0
Barrett,Tolfree,B,NJ,low,1,0
Willow,Saulter,B,IL,low,0,0
Pamella,Martabano,B,TX,low,0,0
Venita,Candlish,B,IN,low,0,0
Lashandra,Mirafuentes,B,TX,low,0,0
Brett,Gillaspie,A,NJ,low,0,0
Winfred,Poquette,A,PA,low,0,0
Mariann,Blackwood,A,CA,low,0,1
Sabra,Dewar,B,CA,high,0,0
Blair,Gochal,A,NY,low,0,0
Tasia,Wieser,B,NJ,low,0,1
Pete,Shadrick,A,IL,low,0,0
Evangelina,Whobrey,B,CA,low,0,0
Minna,Fern,B,MI,low,0,0
Jesusita,Calvaresi,B,PA,medium,0,0
Elke,Slayton,B,NY,low,0,1
Justine,Bowley,B,MN,medium,0,0
Jovita,Birkner,B,LA,low,1,0
Cathrine,Lukasik,A,CO,low,1,0
Carissa,Drymon,A,CA,low,1,0
Mireya,Walthall,A,MS,low,0,0
Alaine,Dhamer,A,MA,low,0,1
Cordelia,Slayton,A,IL,low,1,0
Bok,Polidori,A,OH,low,0,0
Shawnda,Francescon,A,NV,low,0,0
Kayleigh,Matuszak,B,NJ,low,1,1
Tasia,Samu,A,NJ,medium,1,0
Brittni,Nestle,A,NJ,low,0,0
Dalene,Linahan,A,NJ,low,0,0
Paris,Oldroyd,B,IN,low,0,0
Kallie,Threets,A,NJ,low,0,0
Brittni,Hanafan,A,CA,medium,1,0
Dean,Perruzza,B,NY,low,0,0
Denise,Nievas,A,NJ,low,0,0
Lynelle,Eanes,B,KS,low,0,0
Larae,Ohms,A,NJ,low,0,1
Denise,Monarrez,B,CA,low,1,0
Johnna,Mai,B,MI,low,0,0
Bernardine,Isenhower,B,CA,low,0,0
Loreta,Wiklund,B,WA,medium,0,0
Stephaine,Schieler,B,HI,low,0,0
Franklyn,Rowling,A,OH,low,0,0
Georgene,Castros,B,OH,high,0,0
Vi,Sahagun,B,CO,low,1,0
Elke,Leinenbach,A,RI,low,0,0
Leonida,Lorens,A,PA,medium,1,0
Helga,Agramonte,B,GA,low,0,0
Kaitlyn,Staback,A,NY,medium,0,0
Mireya,Kitty,A,CA,medium,0,0
Tyra,Dubaldi,A,CA,low,0,0
Margart,Parlato,A,AK,low,0,1
Golda,Kusko,B,WI,low,0,0
Josephine,Baltimore,A,PA,low,0,0
Jennie,Juvera,B,NY,low,0,0
Herminia,Ogg,B,NJ,medium,1,0
Tiera,Francescon,A,TX,low,0,0
Belen,Pugh,B,VA,low,0,0
Leonora,Steffensmeier,A,MS,low,0,0
Brock,Melnyk,A,IL,low,0,0
Erinn,Knipp,A,NJ,low,0,0
Carlee,Treston,B,MA,low,0,0
Heike,Gillaspie,B,NJ,medium,0,0
Cecily,Rentfro,B,MA,low,1,0
Stephen,Haroldson,A,NY,low,0,0
Herman,Dickerson,B,CA,low,0,0
Mozell,Perigo,A,OH,low,1,0
Kimberlie,Briddick,A,MI,low,0,0
Scarlet,Tromblay,A,CA,low,0,0
Kimbery,Toelkes,B,CA,low,0,0
Rhea,Auffrey,B,FL,low,0,0
Yolando,Radde,B,IL,low,0,0
Kati,Emigh,B,OH,low,0,0
Glendora,Meinerding,A,PA,low,0,0
Daniel,Ketelsen,B,OH,low,1,1
Sharee,Feichtner,A,OH,low,0,0
Alease,Keener,A,NJ,low,1,0
Freeman,Leto,B,MA,low,0,0
Arminda,Restrepo,B,NY,medium,0,0
Samira,Schemmer,B,WY,low,0,0
Gwenn,Coyier,A,WI,low,0,0
Rosio,Estell,B,NJ,low,0,0
Merilyn,Lawler,A,FL,low,0,0
Shalon,Witten,B,IL,low,0,0
Jade,Goldammer,A,FL,low,0,0
Kimbery,Strassner,A,NY,low,1,0
Kallie,Hagele,A,PA,low,0,0
Ryan,Duenas,B,WA,high,1,0
Carissa,Semidey,B,NC,low,0,0
Valentine,Sengbusch,A,HI,low,0,0
Lizbeth,Jeanty,A,HI,medium,0,0
Vallie,Buvens,B,IN,low,1,0
Twana,Hanafan,A,NJ,low,1,0
Vilma,Threets,A,IN,low,1,0
Jose,Palaspas,B,NY,low,0,0
Salome,Rhoden,B,NJ,low,0,0
Portia,Frankel,A,NJ,low,0,1
Mollie,Darakjy,A,MD,low,0,0
Thurman,Karpel,A,IL,low,1,0
Adell,Hochard,B,FL,low,1,0
France,Vocelka,B,ME,low,0,0
Lynelle,Jeanty,B,NJ,low,0,0
Wynell,Dopico,A,CA,low,1,1
Stevie,Waycott,B,MI,low,0,0
Galen,Riopelle,A,GA,low,0,0
Rozella,Modzelewski,B,OH,low,0,0
Annabelle,Shire,B,PA,low,0,0
Lonny,Kulzer,B,WY,low,0,0
Alline,Myricks,B,NY,low,0,1
Reena,Dilliard,A,NJ,low,0,0
Tawna,Fishburne,A,NJ,low,0,0
Quentin,Iturbide,A,PA,low,1,0
Brett,Setter,A,NJ,low,1,0
Reena,Wide,B,VA,low,0,0
Jaclyn,Bookamer,A,NY,low,0,0
Shonda,Loder,B,NJ,low,0,0
Dorothy,Asar,B,MD,low,1,0
Christiane,Dinos,B,PA,low,1,0
Kenneth,Benimadho,A,CA,low,0,0
Franklyn,Francescon,B,NY,low,0,0
Glendora,Isenhower,A,AK,low,0,0
Roselle,Neither,A,OH,medium,0,0
Chau,Threets,B,LA,low,0,0
Jutta,Skulski,B,CO,low,1,0
Charlene,Castros,A,LA,low,0,0
Xochitl,Claucherty,B,PA,medium,0,0
Sharee,Stem,A,IL,low,0,0
Sharika,Eroman,B,IL,low,0,0
Art,Palaspas,A,ME,low,0,0
Angella,Merced,B,ND,low,0,0
Bulah,Amigon,B,CT,low,0,0
Mitsue,Boulter,B,CA,low,1,0
Harrison,Saras,B,MI,low,0,0
Elli,Perigo,B,TN,medium,0,0
Layla,Tomblin,B,NY,low,0,0
Vincenza,Butzen,B,TX,low,0,0
Willow,Haroldson,B,NY,low,0,0
Cheryl,Colla,B,WI,low,0,0
Cassi,Stem,A,CA,high,0,0
Lenna,Ankeny,B,CA,low,0,0
Nicolette,Funnell,B,CA,low,0,0
Matthew,Colaizzo,A,WI,low,0,0
Dulce,Corbley,B,NJ,low,1,0
Detra,Villanueva,A,OH,low,1,0
Josphine,Auffrey,A,PA,low,0,0
Jaclyn,Ostrosky,A,WY,low,0,0
Tresa,Adkin,B,TX,low,0,0
Amie,Hughey,B,FL,low,0,0
Ilene,Delasancha,A,NY,low,0,0
Buddy,Tollner,A,CA,low,1,0
Olive,Fortino,A,IN,low,0,0
Jani,Stuer,A,MD,high,1,0
Haydee,Menter,B,OR,medium,0,0
Veronika,Vonasek,A,RI,low,0,0
Teri,Sarbacher,A,CA,low,0,0
Leota,Lother,A,NC,low,1,0
Lonny,Acey,B,CA,medium,0,0
Gail,Nestle,B,OH,medium,0,0
Willodean,Tolfree,B,NY,low,0,0
Tracey,Caiafa,A,NJ,low,0,0
Kattie,Reiber,A,NJ,medium,0,0
Hubert,Pawlowicz,B,NJ,low,0,0
Jose,Hanafan,A,CA,low,0,0
Alishia,Zagen,B,IL,low,0,0
Fernanda,Frerking,A,TX,low,0,0
Art,Dickerson,A,NY,low,1,0
Marti,Lapage,B,NJ,low,0,0
Franklyn,Weight,B,CA,low,0,0
Kiley,Halsey,A,TX,low,0,0
Loren,Sturiale,A,PA,low,0,0
Mollie,Hollack,B,CA,low,0,0
Cecilia,Ventura,B,CA,low,1,0
Gail,Staback,B,NE,medium,0,0
Jenelle,Heimann,A,NY,low,0,0
Rory,Discipio,A,OR,high,0,0
Shonda,Leto,B,MO,low,1,0
Nobuko,Gibes,A,NJ,low,0,0
Jovita,Hoffis,A,CA,medium,0,0
Twana,Uyetake,A,CA,medium,0,0
Cristal,Chickering,A,PA,low,1,0
Earleen,Poquette,A,IL,low,0,0
Willodean,Rodefer,A,TX,high,0,0
Sheridan,Samara,B,IL,low,0,0
Sarah,Padilla,B,NY,low,0,0
Beckie,Wardrip,A,RI,low,0,0
Earleen,Mccullan,A,AK,low,0,1
Selma,Pawlowicz,A,PA,low,0,0
Ceola,Benimadho,A,OH,low,0,0
Serina,Berganza,A,CA,low,0,1
Joesph,Mondella,A,WI,high,0,0
Lashaunda,Callaro,A,LA,low,0,0
Clorinda,Bayless,A,NJ,low,0,0
Lenna,Good,B,CA,high,0,0
Latrice,Caldarera,A,MI,low,0,0
Mariann,Keneipp,B,FL,low,0,0
Fabiola,Mccullan,B,NJ,high,0,0
Salena,Pinilla,A,OH,low,0,0
Elly,Koppinger,A,NY,low,0,0
Angella,Hochard,A,IL,low,0,0
Gertude,Louissant,B,PA,low,0,0
Bobbye,Lueckenbach,B,GA,low,0,0
Margart,Perruzza,A,MA,medium,0,0
Golda,Ostolaza,B,PA,medium,1,0
Roosevelt,Coody,B,CA,low,0,0
Sharee,Kohnert,B,NY,low,0,0
Glendora,Motley,A,TX,medium,0,0
Benton,Kulzer,A,VA,low,1,0
Alyce,Butzen,A,PA,low,0,1
Helaine,Munis,B,TX,low,0,1
Melodie,Acuff,A,CA,low,0,0
Merlyn,Lueckenbach,B,HI,low,0,0
Loreta,Setter,A,AZ,low,1,0
Johnna,Hidvegi,B,CA,low,1,0
Melissa,Colaizzo,B,NJ,low,0,0
Maryann,Centini,B,OH,low,0,0
Daniel,Albares,B,IL,low,1,0
Sarah,Lary,B,NY,low,0,0
Catalina,Perin,B,TX,high,1,0
Vilma,Klonowski,B,TX,medium,0,1
Lizbeth,Acey,A,MN,low,0,1
Glenn,Lapage,A,PA,low,0,0
France,Patak,A,MN,low,1,0
Dalene,Gudroe,B,NY,low,0,0
Dean,Konopacki,A,NJ,low,0,0
Elke,Rodefer,A,IL,medium,0,0
Bernardine,Monterrubio,A,OR,low,0,0
Roosevelt,Kardas,A,HI,low,0,0
Raina,Chavous,A,NY,low,1,0
Lashawnda,Blackwood,B,NJ,high,0,0
Josephine,Threets,B,PA,low,0,0
Edna,Loader,B,NJ,low,0,1
Dalene,Nayar,A,WY,low,0,0
Leatha,Mastella,A,MA,low,0,0
Reena,Eanes,A,CA,low,0,0
Paris,Swayze,B,NJ,low,0,1
Raymon,Castros,A,CA,low,1,0
Cyndy,Wardrip,A,PA,low,0,0
Bok,Leinenbach,A,WA,low,0,0
Jennie,Rim,A,KS,low,0,0
Vi,Loader,A,PA,low,0,1
Louisa,Klonowski,B,CT,low,1,0
Glenn,Figeroa,B,FL,low,0,0
Jesusita,Sengbusch,A,NY,low,0,0
Jamal,Dhamer,B,FL,low,0,0
Dorothy,Delasancha,B,OH,low,0,0
Denise,Dopico,A,SC,low,0,0
Jennifer,Hollack,B,CA,low,0,1
Viva,Schmaltz,B,CO,low,0,0
Virgina,Corbley,A,CO,low,0,1
Allene,Bubash,A,TX,low,1,1
Donte,Craghead,B,CA,low,1,0
Louisa,Skulski,A,WA,low,0,0
Norah,Westerbeck,B,MA,low,1,0
Alaine,Heintzman,A,RI,low,0,0
Shenika,Coody,B,OH,low,1,0
Adelina,Maclead,A,CA,low,0,0
Glendora,Royster,A,NY,medium,0,0
Larae,Montezuma,B,IL,low,0,0
Herminia,Felger,A,NC,medium,0,0
Maurine,Schoeneck,A,LA,low,0,0
Carlee,Liukko,B,CA,low,0,0
Cyndy,Yori,B,NJ,low,0,0
Hoa,Corrington,A,CA,low,1,0
Layla,Slayton,A,CA,low,0,0
Golda,Thyberg,B,OH,low,0,0
An,Harnos,A,NC,low,0,0
Rebecka,Witten,A,PA,high,0,0
Lorrie,Wenner,A,CA,low,0,1
Justine,Ohms,A,WI,low,1,0
Ceola,Toelkes,B,MI,low,0,0
Brittni,Leinenbach,B,OK,low,0,1
Lisha,Latzke,A,PA,high,0,0
Arlene,Rochin,A,MD,low,0,0
Alease,Cantres,A,IL,low,0,0
Dean,Ferencz,B,PA,low,0,0
Karl,Herritt,A,AZ,low,0,0
Josphine,Hirpara,B,PA,low,0,0
Mitsue,Halsey,A,TX,low,0,0
Tiera,Campain,B,NY,low,0,0
Carmela,Abdallah,A,PA,low,0,0
Izetta,Daufeldt,A,WI,low,0,0
Ronny,Threets,A,CA,low,1,0
Jettie,Luczki,B,NJ,low,0,1
Fletcher,Albares,B,AZ,low,0,1
Andra,Halter,B,VA,low,0,0
Mirta,Maile,A,NJ,low,0,0
Maryann,Limmel,A,WI,low,0,0
Dean,Corrio,B,MD,low,1,0
Rolande,Lueckenbach,A,CA,low,0,0
Vi,Bourbon,A,PA,high,0,0
Yvonne,Gehrett,B,FL,low,0,0
Tarra,Liukko,A,IN,low,0,0
Kirk,Pagliuca,B,TX,low,0,1
Sarah,Koppinger,B,CA,low,0,0
Gregoria,Bourbon,B,OH,low,0,0
Hillary,Figeroa,A,CA,medium,0,0
Vincent,Rantanen,A,TX,high,1,0
Merlyn,Devreese,A,NJ,low,0,0
Fausto,Klusman,A,CA,low,1,0
Brett,Deleo,A,NY,low,0,0
Carey,Patak,B,IN,low,0,0
Pamella,Pontoriero,B,PA,low,0,0
Stevie,Wrinkles,A,CA,low,0,0
Lynelle,Paulas,A,CA,low,0,0
Joseph,Tjepkema,A,NJ,low,1,0
Cheryl,Flosi,A,CA,low,0,0
Annmarie,Caiafa,A,MS,low,0,1
Willow,Thyberg,B,NJ,low,0,0
Lilli,Toelkes,A,IA,low,0,0
Earleen,Boulter,A,CO,medium,0,0
Carissa,Weglarz,A,MD,low,0,0
Leslie,Motley,B,NY,low,1,0
Lemuel,Saras,A,NY,low,0,0
Freeman,Bruschke,A,AZ,low,1,0
Jamal,Waymire,B,MO,low,1,0
Malcolm,Maillard,B,NY,low,0,0
Lashon,Poquette,A,TX,low,0,0
Weldon,Morasca,A,GA,low,0,1
Edna,Fillingim,B,OH,low,0,0
Glory,Perigo,A,NJ,low,0,0
Glendora,Amyot,A,TX,low,1,0
Shawna,Patak,B,PA,low,0,0
Joesph,Grenet,A,MI,low,0,0
Edna,Hoffis,A,CA,low,0,0
Jutta,Harnos,A,NJ,low,0,0
Chantell,Husser,A,WI,low,0,0
Carmelina,Hirpara,A,CA,low,0,0
Vincent,Kitzman,B,FL,low,0,0
Terrilyn,Wolny,A,NY,low,0,0
Mariann,Jillson,B,NJ,low,0,0
Cammy,Wrinkles,A,TN,low,1,0
Vincent,Setter,B,FL,medium,0,0
Vallie,Hughey,A,NM,low,0,0
Johnetta,Manno,B,NY,low,0,0
Maile,Corrio,B,IL,low,1,0
Laticia,Buemi,B,CA,low,0,1
Shawna,Sturiale,B,WI,low,0,1
Micaela,Flister,A,NV,low,0,0
Josephine,Yaw,A,NJ,low,0,0
Nan,Drymon,A,LA,low,1,0
Lauran,Mconnell,A,MI,low,1,0
Ilene,Kulzer,A,MD,low,0,0
Arthur,Candlish,A,PA,high,1,0
Felix,Juhas,A,IL,low,0,0
Abel,Brucato,B,TX,low,0,0
Jennie,Fritz,B,MA,low,1,0
Valentin,Nestle,B,PA,low,1,0
Vincenza,Montezuma,A,OH,low,1,0
Mozell,Kippley,A,NY,low,0,0
Regenia,Caiafa,A,NJ,low,1,1
Theola,Fritz,A,CA,medium,0,0
Truman,Fritz,A,FL,low,0,0
Vincent,Burnard,B,MN,low,0,0
Solange,Vocelka,A,CO,low,0,0
Brandon,Hiatt,A,CO,low,0,0
Brandon,Borgman,B,MI,low,1,0
Freeman,Kaniecki,A,NY,low,0,0
Theola,Patak,A,CA,low,0,1
My,Baltimore,A,WI,low,1,1
Alline,Royster,B,FL,low,1,0
James,Schoeneck,B,NY,low,0,0
Ernie,Flosi,A,OH,low,0,0
Willow,Discipio,A,CA,low,0,0
Shenika,Kalafatis,B,NJ,high,0,0
Gilma,Honeywell,A,NJ,low,0,1
Lavera,Degroot,B,IL,low,0,0
Ashlyn,Mondella,A,MS,low,0,0
Roselle,Waycott,A,RI,low,0,0
Jeanice,Schoeneck,A,CA,low,0,0
Nobuko,Padilla,A,MI,low,0,0
Allene,Saylors,A,WY,low,0,0
Nana,Pelkowski,A,PA,low,0,0
Graciela,Hellickson,A,NJ,low,0,0
Kattie,Aquas,A,NJ,low,0,0
Louvenia,Westerbeck,A,WA,low,0,0
Justine,Gillaspie,A,OH,low,0,0
Marjory,Benimadho,B,OH,low,0,0
Evangelina,Gehrett,A,MA,low,1,0
Lashon,Shields,A,TX,low,0,0
Kaitlyn,Aquas,A,RI,low,0,0
Meaghan,Discipio,A,LA,low,0,0
Derick,Pinilla,A,GA,low,0,0
Roselle,Smith,B,WI,low,1,0
Raylene,Meteer,A,TX,medium,0,0
Becky,Maclead,A,VA,low,0,0
Cherry,Waycott,B,IL,low,1,0
Daniel,Upthegrove,A,MD,low,0,0
Fletcher,Lapage,B,CA,low,0,0
Lavonna,Ostrosky,A,AK,low,1,0
Izetta,Ahle,A,KS,low,0,0
Lindsey,Ankeny,B,LA,medium,0,0
Gary,Rochin,B,MD,low,0,0
Helga,Kaniecki,B,NY,low,0,0
Erinn,Figeroa,A,CA,low,0,0
Roslyn,Wide,B,MA,high,1,0
Cordelia,Varriano,B,WI,low,1,0
Kaitlyn,Wiklund,A,IN,medium,0,0
Alyce,Strassner,A,PA,low,0,0
Fausto,Sarbacher,B,NV,low,1,0
Aliza,Gabisi,B,NY,high,1,0
Mitsue,Tagala,A,MI,low,0,0
Maryann,Bruschke,A,NJ,high,0,0
Stevie,Jurney,A,FL,low,0,0
Brock,Dhamer,B,IN,low,0,0
Ma,Sturiale,A,PA,low,0,0
Leota,Gehrett,B,CA,medium,0,0
Salena,Sergi,B,FL,low,0,0
Delmy,Mcrae,A,NJ,low,1,0
Zona,Nicolozakes,B,CA,medium,0,0
Herminia,Maybury,B,PA,low,0,0
Bulah,Westerbeck,B,TX,low,0,1
Cheryl,Arias,A,CO,low,0,0
Franklyn,Royster,A,WA,low,0,0
Ozell,Keener,B,LA,low,1,0
Jerry,Bachman,A,IL,low,0,0
Justine,Meinerding,A,MA,low,0,0
Melodie,Semidey,B,CA,low,0,0
Josphine,Lapage,B,IL,low,1,0
Louisa,Halsey,A,IL,low,0,0
Linn,Sarao,A,LA,medium,1,0
Sue,Plumer,B,HI,low,0,0
Stephaine,Francescon,B,MD,low,0,0
Melodie,Seewald,B,MA,low,1,0
Shalon,Shire,B,AZ,low,0,0
Lindsey,Ragel,B,OH,low,0,0
Ryan,Suffield,B,TN,low,0,0
Lizette,Zane,B,NJ,low,0,0
Fausto,Auber,A,TX,low,0,0
Abel,Aredondo,B,IN,low,0,0
Hillary,Frankel,A,OH,low,1,0
Hermila,Dorshorst,A,CA,low,1,0
Sheron,Pugh,B,NH,low,0,0
Elza,Vocelka,B,GA,low,0,0
Melodie,Tillotson,B,OH,low,0,0
Tresa,Royster,A,CA,low,1,1
Cyndy,Kalafatis,B,CO,low,0,0
Tiffiny,Daufeldt,B,MO,low,0,0
Jess,Boord,B,NY,low,1,0
Layla,Berganza,A,CA,low,0,0
James,Vizarro,A,WY,low,0,0
Lemuel,Acey,A,FL,low,0,0
Frederica,Jayson,B,AZ,low,1,0
Serina,Coody,A,NJ,high,0,0
Glenna,Sawchuk,A,TX,low,0,0
Benton,Bookamer,B,PA,low,1,0
Elly,Juvera,A,NY,high,0,0
Brock,Borgman,B,AR,low,1,0
Winfred,Husser,A,MA,low,0,0
Gilma,Gibes,B,NM,medium,0,0
Talia,Pelkowski,A,MD,low,0,0
Filiberto,Wildfong,A,CA,low,0,0
Kayleigh,Keetch,A,TN,low,0,0
Sabra,Herritt,A,WA,high,0,0
Marjory,Vanheusen,A,TX,low,0,0
Cathrine,Lary,B,OR,low,0,0
Virgina,Cronauer,B,AK,low,0,0
Olive,Wide,B,AZ,low,1,0
Caprice,Corrington,B,CA,low,0,1
Blair,Rauser,A,MI,low,0,0
Mariann,Bevelacqua,B,MD,low,0,0
Barbra,Caudy,A,CA,low,1,0
Erick,Duenas,B,GA,low,0,0
Elly,Yum,B,VA,high,0,0
Johnna,Hollack,A,CA,low,1,0
Gladys,Manno,B,NC,medium,1,0
Abel,Lipkin,B,TX,low,1,0
Ressie,Pelkowski,B,NJ,low,0,0
Cordelia,Gehrett,A,CA,low,0,0
Eladia,Dewar,B,MD,low,0,0
Mollie,Ruta,B,NY,low,1,0
Pete,Restrepo,B,CA,medium,0,0
Twana,Blackwood,B,CA,low,0,0
Gilma,Cloney,A,MI,low,0,0
Gail,Staback,A,NJ,medium,0,1
Mireya,Liukko,B,FL,low,0,0
Merilyn,Brideau,B,MA,low,0,0
Estrella,Shields,B,OR,low,0,0
Malinda,Degonia,A,CA,low,0,0
Marge,Bruschke,A,CA,low,0,0
Xochitl,Buemi,B,CO,medium,0,1
Lauran,Menter,A,NJ,low,0,0
Cyndy,Pugh,A,CO,low,1,0
Jacqueline,Parvis,B,NY,low,0,0
Jesusita,Hirpara,A,CO,low,0,0
Jerry,Hanafan,B,NC,low,0,0
Nobuko,Abdallah,B,FL,medium,1,0
Abel,Albares,B,MI,low,0,0
Mirta,Semidey,B,CT,low,0,1
Teri,Maisto,A,ID,low,0,0
Cathrine,Tromblay,A,NY,low,1,0
Catalina,Spickerman,B,CO,low,0,0
Irma,Heintzman,B,NY,low,0,0
Lenna,Discipio,B,CA,low,0,0
Samira,Lukasik,B,MD,medium,0,0
Leatha,Fillingim,A,LA,low,0,0
Nan,Bourbon,A,LA,low,1,0
Tawna,Julia,B,TX,low,0,0
Kristofer,Wieser,B,WA,low,0,0
Lonny,Nicolozakes,B,HI,low,0,0
An,Rhymes,A,OH,medium,0,0
Ezekiel,Vizarro,B,CA,low,0,0
Samira,Mconnell,A,NJ,medium,0,0
Kattie,Motley,A,ME,low,0,0
Nieves,Emard,B,AZ,low,0,0
Arthur,Mconnell,A,IA,low,0,0
Candida,Cryer,A,TX,low,0,0
Cathrine,Lukasik,B,RI,low,0,0
Corinne,Isaacs,A,FL,low,0,0
Chanel,Malvin,A,NC,low,0,0
Zona,Shields,A,CA,low,1,0
Louisa,Kownacki,B,CA,high,0,0
Dorthy,Lizama,A,KS,low,0,0
Buddy,Brachle,B,MA,low,1,0
Wilda,Breland,A,IN,low,1,0
Valentin,Loader,A,MN,low,1,0
Sage,Colaizzo,A,MI,medium,0,0
Donte,Agramonte,B,NJ,low,0,0
Nicolette,Mirafuentes,A,CA,medium,0,0
Bulah,Varriano,A,MS,low,0,0
Stephaine,Rodefer,A,HI,low,0,0
Delisa,Mcnease,B,PA,low,0,0
Johnna,Hoopengardner,A,CA,medium,0,0
Jenelle,Ketelsen,B,RI,low,0,0
Ernest,Rowling,A,CA,low,1,0
